index,Region of Country,Code,Year,"Outbound mobility ratio, all regions, both sexes (%)"
2109,Sweden,SWE,2003,3.920739889
2110,Sweden,SWE,2004,3.059880018
2111,Sweden,SWE,2005,3.12857008
2112,Sweden,SWE,2006,3.165430069
2113,Sweden,SWE,2007,3.343250036
2114,Sweden,SWE,2008,3.410599947
2115,Sweden,SWE,2009,3.498080015
2116,Sweden,SWE,2010,3.415149927
2117,Sweden,SWE,2011,3.574450016
2118,Sweden,SWE,2012,3.907880068
2119,Sweden,SWE,2013,4.05053997
2120,Switzerland,CHE,1998,5.551149845
2121,Switzerland,CHE,1999,5.584599972
2122,Switzerland,CHE,2000,4.440159798
2123,Switzerland,CHE,2001,5.210869789
2124,Switzerland,CHE,2002,5.10281992
2125,Switzerland,CHE,2003,4.278049946
2126,Switzerland,CHE,2004,5.028130054
2127,Switzerland,CHE,2005,4.810689926
2128,Switzerland,CHE,2006,4.871749878
2129,Switzerland,CHE,2007,4.927340031
2130,Switzerland,CHE,2008,4.573599815
2131,Switzerland,CHE,2009,4.697319984
2132,Switzerland,CHE,2010,4.574329853
2133,Switzerland,CHE,2011,4.577980042
2134,Switzerland,CHE,2012,4.390180111
2135,Switzerland,CHE,2013,4.244269848
2136,Syria,SYR,2002,6.051790237
2137,Syria,SYR,2003,5.822579861
2138,Syria,SYR,2004,5.4365201
2139,Syria,SYR,2005,4.668379784
2140,Syria,SYR,2006,3.942939997
2141,Syria,SYR,2007,3.686009884
2142,Syria,SYR,2008,3.546519995
2143,Syria,SYR,2009,3.449919939
2144,Syria,SYR,2010,2.813849926
2145,Syria,SYR,2011,3.021879911
2146,Syria,SYR,2012,2.809089899
2147,Syria,SYR,2013,3.423769951
2148,Tajikistan,TJK,1999,1.419389963
2149,Tajikistan,TJK,2000,1.352990031
2150,Tajikistan,TJK,2001,1.501170039
2151,Tajikistan,TJK,2002,2.017509937
2152,Tajikistan,TJK,2003,1.975679994
2153,Tajikistan,TJK,2004,1.769889951
2154,Tajikistan,TJK,2005,2.029839993
2155,Tajikistan,TJK,2006,1.774260044
2156,Tajikistan,TJK,2007,1.784729958
2157,Tajikistan,TJK,2008,2.791470051
2158,Tajikistan,TJK,2009,3.260900021
2159,Tajikistan,TJK,2010,4.262849808
2160,Tajikistan,TJK,2011,4.808400154
2161,Tajikistan,TJK,2012,4.321000099
2162,Tajikistan,TJK,2013,5.00770998
2163,Tanzania,TZA,1998,16.56830978
2164,Tanzania,TZA,1999,14.22060013
2165,Tanzania,TZA,2000,14.10558987
2166,Tanzania,TZA,2001,15.20425034
2167,Tanzania,TZA,2002,17.56184006
2168,Tanzania,TZA,2003,14.18091965
2169,Tanzania,TZA,2004,9.890910149
2170,Tanzania,TZA,2005,8.311050415
2171,Tanzania,TZA,2010,7.310619831
2172,Tanzania,TZA,2012,3.092809916
2173,Tanzania,TZA,2013,3.142790079
2174,Thailand,THA,1998,1.415969968
2175,Thailand,THA,1999,1.210909963
2176,Thailand,THA,2000,1.105489969
2177,Thailand,THA,2001,1.050300002
2178,Thailand,THA,2002,1.195500016
2179,Thailand,THA,2003,1.169170022
2180,Thailand,THA,2004,1.151010036
2181,Thailand,THA,2005,1.085919976
2182,Thailand,THA,2006,1.103049994
2183,Thailand,THA,2007,1.068560004
2184,Thailand,THA,2008,1.085980058
2185,Thailand,THA,2009,1.125380039
2186,Thailand,THA,2010,1.166409969
2187,Thailand,THA,2011,1.086369991
2188,Thailand,THA,2012,1.082509995
2189,Thailand,THA,2013,1.060930014
2190,Timor,TLS,2002,6.486589909
2191,Timor,TLS,2009,20.22957039
2192,Timor,TLS,2010,19.99892044
2193,Togo,TGO,1998,15.97542
2194,Togo,TGO,2006,13.00090027
2195,Togo,TGO,2007,10.80560017
2196,Togo,TGO,2010,5.888390064
2197,Togo,TGO,2011,5.358160019
2198,Togo,TGO,2012,5.222219944
2199,Togo,TGO,2013,5.153830051
2200,Tonga,TON,1999,282.417572
2201,Tonga,TON,2000,199.0494232
2202,Tonga,TON,2001,233.125824
2203,Tonga,TON,2002,196.8333282
2204,Tonga,TON,2003,157.3353271
2205,Trinidad and Tobago,TTO,1999,48.45483017
2206,Trinidad and Tobago,TTO,2000,52.75624084
2207,Trinidad and Tobago,TTO,2001,47.60971069
2208,Trinidad and Tobago,TTO,2002,35.55651855
2209,Trinidad and Tobago,TTO,2003,39.9859314
2210,Trinidad and Tobago,TTO,2004,33.60992813
2211,Tunisia,TUN,1998,6.738239765
2212,Tunisia,TUN,1999,6.046929836
2213,Tunisia,TUN,2000,5.712890148
2214,Tunisia,TUN,2001,5.420040131
2215,Tunisia,TUN,2002,5.579080105
2216,Tunisia,TUN,2011,5.394579887
2217,Tunisia,TUN,2012,5.29061985
2218,Tunisia,TUN,2013,5.005819798
2219,Turkey,TUR,1998,3.622730017
2220,Turkey,TUR,1999,3.50199008
2221,Turkey,TUR,2001,3.239959955
2222,Turkey,TUR,2002,3.304840088
2223,Turkey,TUR,2003,2.88319993
2224,Turkey,TUR,2004,2.814429998
2225,Turkey,TUR,2005,2.630530119
2226,Turkey,TUR,2006,1.598359942
2227,Turkey,TUR,2007,1.601719975
2228,Turkey,TUR,2008,1.738369942
2229,Turkey,TUR,2009,1.707260013
2230,Turkey,TUR,2010,1.470119953
2231,Turkey,TUR,2011,1.394240022
2232,Turkey,TUR,2012,1.226490021
2233,Turkey,TUR,2013,0.903680027
2234,Turks and Caicos Islands,TCA,2008,12550.0
2235,Turks and Caicos Islands,TCA,2010,4480.0
2236,Uganda,UGA,1999,5.23514986
2237,Uganda,UGA,2000,3.953500032
2238,Uganda,UGA,2001,3.66741991
2239,Uganda,UGA,2002,3.002680063
2240,Uganda,UGA,2003,2.906640053
2241,Uganda,UGA,2004,2.85374999
2242,Uganda,UGA,2006,2.850150108
2243,Uganda,UGA,2008,3.122200012
2244,Uganda,UGA,2009,3.135349989
2245,Uganda,UGA,2010,3.113240004
2246,Uganda,UGA,2011,3.511759996
2247,Ukraine,UKR,1998,0.788420022
2248,Ukraine,UKR,1999,0.76481998
2249,Ukraine,UKR,2000,1.153210044
2250,Ukraine,UKR,2001,0.944019973
2251,Ukraine,UKR,2002,1.040989995
2252,Ukraine,UKR,2003,0.833850026
2253,Ukraine,UKR,2004,1.010949969
2254,Ukraine,UKR,2005,1.024919987
2255,Ukraine,UKR,2006,0.942099988
2256,Ukraine,UKR,2007,0.950139999
2257,Ukraine,UKR,2008,1.143710017
2258,Ukraine,UKR,2009,1.20855999
2259,Ukraine,UKR,2010,1.373919964
2260,Ukraine,UKR,2011,1.458549976
2261,Ukraine,UKR,2012,1.570610046
2262,Ukraine,UKR,2013,1.798589945
2263,United Arab Emirates,ARE,2007,7.663199902
2264,United Arab Emirates,ARE,2008,7.812429905
2265,United Arab Emirates,ARE,2009,7.657320023
2266,United Arab Emirates,ARE,2010,7.896389961
2267,United Arab Emirates,ARE,2011,7.387849808
2268,United Arab Emirates,ARE,2012,6.949130058
2269,United Arab Emirates,ARE,2013,6.427649975
2270,United Kingdom,GBR,1998,1.451799989
2271,United Kingdom,GBR,1999,1.333619952
2272,United Kingdom,GBR,2000,1.103109956
2273,United Kingdom,GBR,2001,1.350630045
2274,United Kingdom,GBR,2002,1.320950031
2275,United Kingdom,GBR,2003,1.393749952
2276,United Kingdom,GBR,2004,1.068070054
2277,United Kingdom,GBR,2005,1.007750034
2278,United Kingdom,GBR,2006,0.994229972
2279,United Kingdom,GBR,2007,1.065610051
2280,United Kingdom,GBR,2008,0.930450022
2281,United Kingdom,GBR,2009,0.976180017
2282,United Kingdom,GBR,2010,0.992269993
2283,United Kingdom,GBR,2011,1.149850011
2284,United Kingdom,GBR,2012,1.055920005
2285,United Kingdom,GBR,2013,1.147310019
2286,United States,USA,1998,0.287620008
2287,United States,USA,1999,0.301420003
2288,United States,USA,2000,0.329340011
2289,United States,USA,2001,0.350719988
2290,United States,USA,2002,0.328280002
2291,United States,USA,2003,0.309599996
2292,United States,USA,2004,0.299569994
2293,United States,USA,2005,0.305110008
2294,United States,USA,2006,0.311190009
2295,United States,USA,2007,0.323529989
2296,United States,USA,2008,0.303009987
2297,United States,USA,2009,0.29846999
2298,United States,USA,2010,0.281509995
2299,United States,USA,2011,0.284350008
2300,United States,USA,2012,0.287209988
2301,United States,USA,2013,0.301869988
2302,Upper-middle-income countries,,1997,2.321320057
2303,Upper-middle-income countries,,1998,2.233969927
2304,Upper-middle-income countries,,1999,2.112260103
2305,Upper-middle-income countries,,2000,2.037620068
2306,Upper-middle-income countries,,2001,1.946390033
2307,Upper-middle-income countries,,2002,2.031620026
2308,Upper-middle-income countries,,2003,2.101560116
2309,Upper-middle-income countries,,2004,2.020669937
2310,Upper-middle-income countries,,2005,1.949630022
2311,Upper-middle-income countries,,2006,1.755079985
2312,Upper-middle-income countries,,2007,1.730370045
2313,Upper-middle-income countries,,2008,1.766909957
2314,Upper-middle-income countries,,2009,1.798799992
2315,Upper-middle-income countries,,2010,1.843680024
2316,Upper-middle-income countries,,2011,1.956609964
2317,Upper-middle-income countries,,2012,1.945950031
2318,Upper-middle-income countries,,2013,1.902580023
2319,Uruguay,URY,1998,1.363839984
2320,Uruguay,URY,1999,1.469149947
2321,Uruguay,URY,2000,1.614480019
2322,Uruguay,URY,2001,1.541829944
2323,Uruguay,URY,2002,1.751680017
2324,Uruguay,URY,2003,1.875530005
2325,Uruguay,URY,2004,1.803429961
2326,Uruguay,URY,2005,1.82731998
2327,Uruguay,URY,2006,1.884220004
2328,Uruguay,URY,2007,1.665910006
2329,Uruguay,URY,2008,1.491420031
2330,Uruguay,URY,2009,1.525879979
2331,Uruguay,URY,2010,1.756289959
2332,Uzbekistan,UZB,1999,4.572450161
2333,Uzbekistan,UZB,2000,4.360889912
2334,Uzbekistan,UZB,2001,3.463870049
2335,Uzbekistan,UZB,2002,3.754630089
2336,Uzbekistan,UZB,2003,3.535409927
2337,Uzbekistan,UZB,2004,4.586830139
2338,Uzbekistan,UZB,2005,8.7833004
2339,Uzbekistan,UZB,2006,10.39632034
2340,Uzbekistan,UZB,2007,11.10659981
2341,Uzbekistan,UZB,2008,10.48983955
2342,Uzbekistan,UZB,2009,9.64482975
2343,Uzbekistan,UZB,2010,8.384810448
2344,Uzbekistan,UZB,2011,8.425020218
2345,Vanuatu,VUT,1999,119.7511673
2346,Vanuatu,VUT,2000,117.8353729
2347,Vanuatu,VUT,2001,116.987648
2348,Vanuatu,VUT,2002,91.4338913
2349,Vanuatu,VUT,2003,92.01313019
2350,Vanuatu,VUT,2004,87.90576172
2351,Venezuela,VEN,2000,1.198830009
2352,Venezuela,VEN,2002,1.05250001
2353,Venezuela,VEN,2003,1.03610003
2354,Venezuela,VEN,2004,0.926079988
2355,Venezuela,VEN,2008,0.594659984
2356,Venezuela,VEN,2009,0.610080004
2357,Vietnam,VNM,1998,1.081920028
2358,Vietnam,VNM,1999,1.008430004
2359,Vietnam,VNM,2000,1.249340057
2360,Vietnam,VNM,2001,1.314210057
2361,Vietnam,VNM,2002,1.554340005
2362,Vietnam,VNM,2003,1.794970036
2363,Vietnam,VNM,2005,1.535619974
2364,Vietnam,VNM,2006,1.634870052
2365,Vietnam,VNM,2007,1.764420033
2366,Vietnam,VNM,2008,2.20649004
2367,Vietnam,VNM,2009,2.476720095
2368,Vietnam,VNM,2010,2.33949995
2369,Vietnam,VNM,2011,2.333659887
2370,Vietnam,VNM,2012,2.344059944
2371,Vietnam,VNM,2013,2.379780054
2372,World,OWID_WRL,1997,1.974910021
2373,World,OWID_WRL,1998,1.918529987
2374,World,OWID_WRL,1999,1.842569947
2375,World,OWID_WRL,2000,1.828160048
2376,World,OWID_WRL,2001,1.805150032
2377,World,OWID_WRL,2002,1.859680057
2378,World,OWID_WRL,2003,1.906119943
2379,World,OWID_WRL,2004,1.824300051
2380,World,OWID_WRL,2005,1.819059968
2381,World,OWID_WRL,2006,1.727489948
2382,World,OWID_WRL,2007,1.737579942
2383,World,OWID_WRL,2008,1.746559978
2384,World,OWID_WRL,2009,1.787899971
2385,World,OWID_WRL,2010,1.79806006
2386,World,OWID_WRL,2011,1.807109952
2387,World,OWID_WRL,2012,1.774049997
2388,World,OWID_WRL,2013,1.785480022
2389,Yemen,YEM,1999,3.568949938
2390,Yemen,YEM,2002,3.870640039
2391,Yemen,YEM,2003,3.96062994
2392,Yemen,YEM,2004,4.530879974
2393,Yemen,YEM,2005,4.589690208
2394,Yemen,YEM,2006,4.625239849
2395,Yemen,YEM,2007,3.831010103
2396,Yemen,YEM,2008,4.100090027
2397,Yemen,YEM,2009,4.08810997
2398,Yemen,YEM,2010,3.311739922
2399,Yemen,YEM,2011,5.026529789
2400,Zambia,ZMB,1998,11.73956966
2401,Zambia,ZMB,1999,16.96825981
2402,Zambia,ZMB,2000,20.84062958
2403,Zimbabwe,ZWE,2010,26.67329025
2404,Zimbabwe,ZWE,2011,30.76561928
2405,Zimbabwe,ZWE,2012,17.03235054
2406,Zimbabwe,ZWE,2013,16.87800026
